X, Xsel, Xmax, Xmin, Xpaso, Y, Ysel, Ymax, Ymin, Ypaso, Posicion, Sesion
-26264,    0, -100, -26264, 8724, -28574,    0, -100, -28574, 9494,    0,  133,    3,  133,  100,    9
-15577,    1, -100, -26264, 8724, -28574,    0, -100, -28574, 9494,    1,  133,    3,  133,  100,    9
-15577,    1, -100, -26264, 8724, -28574,    0, -100, -28574, 9494,    1,  133,    3,  133,  100,    9
-15577,    1, -100, -26264, 8724, -31206,    0, -100, -31206, 10372,    1,  133,    3,  133,  100,    9
-15577,    1, -100, -26264, 8724, -32248,    0, -100, -32248, 10719,    1,  133,    3,  133,  100,    9
-26328,    0, -100, -26328, 8746, -31206,    0, -100, -32248, 10719,    0,  133,    3,  133,  100,    9
-29548,    0, -100, -29548, 9819, -31206,    0, -100, -32248, 10719,    0,  133,    3,  133,  100,    9
-29548,    0, -100, -29548, 9819, -31026,    0, -100, -32248, 10719,    0,  133,    3,  133,  100,    9
-26332,    0, -100, -29548, 9819, 1552,    2, 1552, -32248, 11270,    6,  133,    3,  133,  100,    9
-26332,    0, -100, -29548, 9819, 1552,    2, 1552, -32248, 11270,    6,  133,    3,  133,  100,    9
-26328,    0, -100, -29548, 9819, -31026,    0, 1552, -32248, 11270,    0,  133,    3,  133,  100,    9
-26328,    0, -100, -29548, 9819, -31026,    0, 1552, -32248, 11270,    0,  133,    3,  133,  100,    9
-26328,    0, -100, -29548, 9819,  260,    2, 1552, -32248, 11270,    6,  133,    3,  133,  100,    9
-26328,    0, -100, -29548, 9819, -31218,    0, 1552, -32248, 11270,    0,  133,    3,  133,  100,    9
1675,    2, 1675, -29548, 10411, -32120,    0, 1552, -32248, 11270,    2,  133,    3,  133,  100,    9
-26328,    0, 1675, -29548, 10411, -31218,    0, 1552, -32248, 11270,    0,  133,    3,  133,  100,    9
-26584,    0, 1675, -29548, 10411, -31218,    0, 1552, -32248, 11270,    0,  133,    3,  133,  100,    9
-26584,    0, 1675, -29548, 10411, -31218,    0, 1552, -32248, 11270,    0,  133,    3,  133,  100,    9
-26328,    0, 1675, -29548, 10411, -31218,    0, 1552, -32248, 11270,    0,  133,    3,  133,  100,    9
-26328,    0, 1675, -29548, 10411,  528,    2, 1552, -32248, 11270,    6,  133,    3,  133,  100,    9
-25564,    0, 1675, -29548, 10411, 3124,    2, 3124, -32248, 11794,    6,  133,    3,  133,  100,    9
-25564,    0, 1675, -29548, 10411, 3124,    2, 3124, -32248, 11794,    6,  133,    3,  133,  100,    9
-26328,    0, 1675, -29548, 10411,  528,    2, 3124, -32248, 11794,    6,  133,    3,  133,  100,    9
-28340,    0, 1675, -29548, 10411,  528,    2, 3124, -32248, 11794,    6,  133,    3,  133,  100,    9
-31157,    0, 1675, -31157, 10947,  528,    2, 3124, -32248, 11794,    6,  133,    3,  133,  100,    9
-31157,    0, 1675, -31157, 10947,  528,    2, 3124, -32248, 11794,    6,  133,    3,  133,  100,    9
-28340,    0, 1675, -31157, 10947,  528,    2, 3124, -32248, 11794,    6,  133,    3,  133,  100,    9
-26584,    0, 1675, -31157, 10947,  776,    2, 3124, -32248, 11794,    6,  133,    3,  133,  100,    9
-25560,    0, 1675, -31157, 10947,  776,    2, 3124, -32248, 11794,    6,  133,    3,  133,  100,    9
-25560,    0, 1675, -31157, 10947,  776,    2, 3124, -32248, 11794,    6,  133,    3,  133,  100,    9
-26292,    0, 1675, -31157, 10947,  776,    2, 3124, -32248, 11794,    6,  133,    3,  133,  100,    9
-26292,    0, 1675, -31157, 10947,  776,    2, 3124, -32248, 11794,    6,  133,    3,  133,  100,    9
-26328,    0, 1675, -31157, 10947, -31218,    0, 3124, -32248, 11794,    0,  133,    3,  133,  100,    9
-26328,    0, 1675, -31157, 10947,  784,    2, 3124, -32248, 11794,    6,  133,    3,  133,  100,    9
-26328,    0, 1675, -31157, 10947,  784,    2, 3124, -32248, 11794,    6,  133,    3,  133,  100,    9
-26328,    0, 1675, -31157, 10947, 3124,    2, 3124, -32248, 11794,    6,  133,    3,  133,  100,    9
-26328,    0, 1675, -31157, 10947, 3124,    2, 3124, -32248, 11794,    6,  133,    3,  133,  100,    9
-26328,    0, 1675, -31157, 10947, 3124,    2, 3124, -32248, 11794,    6,  133,    3,  133,  100,    9
-26328,    0, 1675, -31157, 10947,  264,    2, 3124, -32248, 11794,    6,  133,    3,  133,  100,    9
-26328,    0, 1675, -31157, 10947,    4,    2, 3124, -32248, 11794,    6,  133,    3,  133,  100,    9
-26328,    0, 1675, -31157, 10947, -26380,    0, 3124, -32248, 11794,    0,  133,    3,  133,  100,    9
-29676,    0, 1675, -31157, 10947, -26380,    0, 3124, -32248, 11794,    0,  133,    3,  133,  100,    9
-29676,    0, 1675, -31157, 10947, -26380,    0, 3124, -32248, 11794,    0,  133,    3,  133,  100,    9
  -1,    2, 1675, -31157, 10947, -26380,    0, 3124, -32248, 11794,    2,  133,    3,  133,  100,    9
   0,    2, 1675, -31157, 10947, -26380,    0, 3124, -32248, 11794,    2,  133,    3,  133,  100,    9
   0,    2, 1675, -31157, 10947,   -6,    2, 3124, -32248, 11794,    8,  132,    3,  133,  100,    9
   0,    2, 1675, -31157, 10947,   -2,    2, 3124, -32248, 11794,    8,  132,    3,  133,  100,    9
   0,    2, 1675, -31157, 10947,   -6,    2, 3124, -32248, 11794,    8,  132,    3,  133,  100,    9
-7897,    2, 1675, -31157, 10947,  -16,    2, 3124, -32248, 11794,    8,  132,    3,  133,  100,    9
-26328,    0, 1675, -31157, 10947,  -16,    2, 3124, -32248, 11794,    6,  132,    3,  133,  100,    9
-26328,    0, 1675, -31157, 10947,  -16,    2, 3124, -32248, 11794,    6,  133,    3,  133,  100,    9
