X, Xsel, Xmax, Xmin, Xpaso, Y, Ysel, Ymax, Ymin, Ypaso, Posicion, Sesion
 -19,    0,  -19,  -19,  100,  -80,    0,  -80,  -80,  100,    0,   -5,    0,   -5,   -5,  100
 -19,    0,  -19,  -19,  100,  -80,    0,  -80,  -80,  100,    0,   -5,    0,   -5,   -5,  100
 -19,    0,  -19,  -19,  100,  -80,    0,  -80,  -80,  100,    0,   -5,    0,   -5,   -5,  100
 -19,    0,  -19,  -19,  100,  -80,    0,  -80,  -80,  100,    0,   -5,    0,   -5,   -5,  100
 -19,    0,  -19,  -19,  100,  -80,    0,  -80,  -80,  100,    0,   -5,    0,   -5,   -5,  100
 -19,    0,  -19,  -19,  100,  -80,    0,  -80,  -80,  100,    0,   -5,    0,   -5,   -5,  100
 -19,    0,  -19,  -19,  100,  -80,    0,  -80,  -80,  100,    0,   -5,    0,   -5,   -5,  100
 -19,    0,  -19,  -19,  100,  -80,    0,  -80,  -80,  100,    0,   -5,    0,   -5,   -5,  100
 -19,    0,  -19,  -19,  100,  -80,    0,  -80,  -80,  100,    0,   -5,    0,   -5,   -5,  100
 -19,    0,  -19,  -19,  100,  -80,    0,  -80,  -80,  100,    0,   -5,    0,   -5,   -5,  100
 -19,    0,  -19,  -19,  100,  -80,    0,  -80,  -80,  100,    0,   -5,    0,   -5,   -5,  100
 -19,    0,  -19,  -19,  100,  -80,    0,  -80,  -80,  100,    0,   -5,    0,   -5,   -5,  100
 -19,    0,  -19,  -19,  100,  -80,    0,  -80,  -80,  100,    0,   -5,    0,   -5,   -5,  100
 -19,    0,  -19,  -19,  100,  -80,    0,  -80,  -80,  100,    0,   -5,    0,   -5,   -5,  100
 -20,    0,  -19,  -20,    3,  -81,    0,  -80,  -81,    3,    0,   -5,    0,   -5,   -5,  100
 -20,    0,  -19,  -20,    3,  -81,    0,  -80,  -81,    3,    0,   -5,    0,   -5,   -5,  100
 -20,    0,  -19,  -20,    3,  -81,    0,  -80,  -81,    3,    0,   -5,    0,   -5,   -5,  100
 -18,    0,  -18,  -20,    4,  -81,    0,  -80,  -81,    3,    0,   -5,    0,   -5,   -5,  100
